date,montant,quantite,heure,type_transaction,is_anomalie
2024-09-18 23:12:25.945945,80320,33,8,vente,0
2024-08-15 14:56:34.594594,328595,63,14,remboursement,0
2024-05-25 01:12:04.324324,103066,79,12,achat,0
2024-10-20 09:19:16.756756,114935,56,16,achat,0
2024-12-18 22:37:50.270270,439848,53,9,vente,0
2024-02-21 21:09:54.594594,460040,77,19,vente,0
2024-05-07 21:04:08.648648,365519,74,11,achat,0
2024-08-01 17:43:47.027027,425804,65,15,remboursement,0
2024-09-07 06:36:23.783783,493601,54,12,vente,0
2024-10-31 17:09:11.351351,16292,31,15,achat,0
2024-03-04 22:32:04.324324,248950,94,9,remboursement,0
2024-06-07 22:24:51.891891,320315,25,17,achat,0
2025-02-22 00:00:00.000000,3521270,851,3,remboursement,1
2024-08-25 20:28:06.486486,321309,6,15,remboursement,0
2024-03-31 05:53:09.189189,69591,93,15,remboursement,0
2024-08-31 08:00:00.000000,87912,51,11,achat,0
2024-02-18 14:14:46.486486,253430,70,12,remboursement,0
2024-08-20 17:42:20.540540,317188,52,9,achat,0
2024-05-17 09:03:25.405405,438354,44,16,remboursement,0
2024-04-13 09:33:41.621621,215377,77,11,remboursement,0
2024-07-09 08:31:42.702702,45077,39,8,vente,0
2024-09-09 11:13:09.189189,458028,93,9,achat,0
2024-12-16 00:28:49.729729,9722,90,19,achat,0
2024-09-27 00:07:12.432432,229691,11,14,achat,0
2024-10-08 16:43:14.594594,55613,61,14,achat,0
2024-01-17 19:21:48.108108,397300,32,13,achat,0
2024-07-05 16:50:27.027027,188744,92,19,remboursement,0
2024-02-02 03:39:05.945945,231971,87,8,achat,0
2024-10-07 14:24:51.891891,20185,12,18,vente,0
2024-11-04 08:50:27.027027,454732,76,15,remboursement,0
2024-12-07 23:34:03.243243,131812,21,18,vente,0
2024-07-30 21:53:09.189189,350695,3,13,vente,0
2024-07-10 10:50:05.405405,246504,52,12,achat,0
2024-08-16 17:14:57.297297,499408,45,10,vente,0
2024-02-13 11:29:00.540540,14372,86,15,remboursement,0
2024-04-25 19:41:58.918918,458529,81,16,achat,0
2024-08-24 18:09:43.783783,28572,61,9,achat,0
2024-01-13 01:22:09.729729,407692,85,10,vente,0
2024-12-13 11:05:56.756756,305178,57,8,remboursement,0
2024-03-16 23:54:14.054054,481818,16,16,remboursement,0
2024-08-30 23:13:52.432432,437600,32,19,remboursement,0
2024-02-12 17:56:45.405405,158463,83,16,achat,0
2024-11-14 14:21:58.918918,52361,11,17,remboursement,0
2024-05-31 06:16:12.972972,79723,54,17,remboursement,0
2024-08-01 08:57:39.459459,348136,63,13,remboursement,0
2024-03-11 03:36:12.972972,266550,3,8,achat,0
2024-07-06 19:08:49.729729,229757,70,17,vente,0
2024-12-10 12:56:56.216216,396995,50,16,vente,0
2024-11-27 18:02:31.351351,390289,67,9,remboursement,0
2024-02-19 07:47:01.621621,160887,57,18,remboursement,0
2024-06-06 11:20:21.621621,117148,51,12,achat,0
2024-04-21 19:14:35.675675,481015,26,9,remboursement,0
2024-11-28 11:34:46.486486,215126,42,8,remboursement,0
2024-01-01 17:32:15.135135,423503,61,8,remboursement,0
2024-03-24 07:16:45.405405,149938,44,12,vente,0
2024-06-28 00:41:48.108108,271626,17,15,achat,0
2024-07-15 22:21:58.918918,239456,34,11,achat,0
2024-10-26 14:23:25.405405,293516,94,14,vente,0
2024-05-12 23:49:54.594594,481040,95,12,remboursement,0
2024-01-24 09:12:04.324324,415506,46,19,vente,0
2024-05-18 02:35:40.540540,58024,55,17,remboursement,0
2024-02-03 14:43:36.216216,351997,22,15,remboursement,0
2024-11-12 09:45:13.513513,197214,88,14,achat,0
2024-03-15 21:35:51.351351,169329,77,14,achat,0
2024-04-10 02:38:33.513513,387111,15,12,vente,0
2024-05-26 12:16:34.594594,482317,99,8,vente,0
2024-03-14 01:45:13.513513,223712,13,9,achat,0
2024-10-20 18:05:24.324324,265440,24,19,achat,0
2024-03-19 22:03:14.594594,204824,7,14,vente,0
2024-04-04 23:52:47.567567,348822,31,19,vente,0
2024-07-22 20:58:22.702702,464350,9,12,achat,0
2024-10-14 13:01:15.675675,60918,79,10,achat,0
2024-07-21 01:07:44.864864,58811,93,19,remboursement,0
2024-02-28 19:46:18.378378,498855,59,15,vente,0
2024-03-26 20:39:38.378378,299957,68,18,vente,0
2024-12-08 08:20:10.810810,423333,40,12,achat,0
2024-12-30 15:13:52.432432,481186,14,12,remboursement,0
2024-10-31 08:23:03.783783,239417,56,15,achat,0
